nombre	marca	tienda	pais	alergenos	additivos	puntuacion_nova	image_url	image_small_url	calorias	energia	grasa	grasas_saturadas	colesterol	carbohidratos	azucares	fibra	proteinas	sal	sodio	calcio	hierro	puntuacion
Nuggets de pollo	Hacendado, Havarti		España				https://images.openfoodfacts.org/images/products/235/043/900/2709/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/043/900/2709/front_es.3.200.jpg	252	1054	15	9		2.2	0.5		27	1.4	0.56			12
Aceitunas Rodajas	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/962/0201/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/962/0201/front_es.3.200.jpg	79	331	1.2	0.4		10	3.8		6.1	0.89	0.356			
Kéfir 0%	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/013/6343/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/013/6343/front_es.3.200.jpg	8	33	15	6.5		3.2	1.3		16					
Zumo de piña sin azucares	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/015/2602/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/015/2602/front_es.3.200.jpg	31	130	0	0		6.8	6		0.4	0	0			-4
Zumo de piña	Hacendado	Mercadona	ES				https://images.openfoodfacts.org/images/products/848/000/010/1365/front_es.12.400.jpg	https://images.openfoodfacts.org/images/products/848/000/010/1365/front_es.12.200.jpg	63	264	3.6	2.4		4.6	4.6		3.1	0.13	0.052			2
Salmón haumado	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/011/8677/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/011/8677/front_es.3.200.jpg	6	25	0	0		1	0		16	0	0			
Mezcla De Tila Azahar Melisa Y Hierba Luisa	Hacendado		es				https://images.openfoodfacts.org/images/products/448/020/209/4629/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/448/020/209/4629/front_es.3.200.jpg	359	1502	2.3	0.2		68.1	11		13	1.9	0.76			14
Bolitas sabor bbq	Hacendado	Mercadona	España		en:e223,en:e330	4	https://images.openfoodfacts.org/images/products/848/000/061/3271/front_es.7.400.jpg	https://images.openfoodfacts.org/images/products/848/000/061/3271/front_es.7.200.jpg	98	410	0.9	0.2		18	0.5	0.5	4.3	0.81	0.324			2
Torreznos sabor barbecue	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/020/9788/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/020/9788/front_es.3.200.jpg	91	381	2.5	1.6		14.3	14.04		2.7	0.08	0.032			4
Bombitas	Hacendado		España				https://images.openfoodfacts.org/images/products/54223738/front_es.4.400.jpg	https://images.openfoodfacts.org/images/products/54223738/front_es.4.200.jpg														
Snack de gamba	hacendado		España				https://images.openfoodfacts.org/images/products/14138437/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/14138437/front_es.3.200.jpg	274	1146	0.8	0.2		60	36		3.7	0	0			3
Maíz con legumbres	Hacendado	Mercadona	France,España			1	https://images.openfoodfacts.org/images/products/848/000/005/2148/front_es.98.400.jpg	https://images.openfoodfacts.org/images/products/848/000/005/2148/front_es.98.200.jpg	348	1465	6.1	0.4		47.5	6	14.4	18.6	0.07	0.028			-5
Mini helados	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/029/8553/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/029/8553/front_es.3.200.jpg	372	1556	41	27		0.5	0.5		0.2	1	0.4			18
NACHOS	HACENDADO	Mercadona	España		en:e500,en:e500ii,en:e551,en:e641	4	https://images.openfoodfacts.org/images/products/06171872/front_es.8.400.jpg	https://images.openfoodfacts.org/images/products/06171872/front_es.8.200.jpg														
Tropical leche + leche	Hacendado	Mercadona	España	en:sulphur-dioxide-and-sulphites	en:e223,en:e385	3	https://images.openfoodfacts.org/images/products/848/000/026/0338/front_es.22.400.jpg	https://images.openfoodfacts.org/images/products/848/000/026/0338/front_es.22.200.jpg	90	379	2.2	0.5		9.5	0.7		5.5	0.8	0.32			1
Isodrink	Hacendado	Mercadona	España	en:sulphur-dioxide-and-sulphites	en:e223,en:e385	3	https://images.openfoodfacts.org/images/products/848/000/026/0390/front_es.35.400.jpg	https://images.openfoodfacts.org/images/products/848/000/026/0390/front_es.35.200.jpg	90	379	2.2	0.5		9.5	0.7		5.5	0.8	0.32			1
Esparregado de Espinafres	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/016/6234/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/016/6234/front_es.3.200.jpg	22	92	0	0		1	0.2		2.4	0.6	0.24			-4
10 tortillas integrales	Hacendado	Mercadona	España	en:sulphur-dioxide-and-sulphites,es:Disulfito sódico	en:e223,en:e385	3	https://images.openfoodfacts.org/images/products/848/000/026/0291/front_en.46.400.jpg	https://images.openfoodfacts.org/images/products/848/000/026/0291/front_en.46.200.jpg	90	379	2.2	0.5		9.5	0.7		5.5	0.8	0.32			1
Tortillas 100% Integrales	Hacendado	Mercadona	España			1	https://images.openfoodfacts.org/images/products/848/000/005/0168/front_es.7.400.jpg	https://images.openfoodfacts.org/images/products/848/000/005/0168/front_es.7.200.jpg	343	1457	0.9	0.3		77	0.7		8.1	0.01	0.004			-1
Bebida De Almendras	Hacendado	Mercadona	France,España			1	https://images.openfoodfacts.org/images/products/848/000/005/0267/front_es.71.400.jpg	https://images.openfoodfacts.org/images/products/848/000/005/0267/front_es.71.200.jpg	351	1489	0.6	0.1		79	0.5		7.3	0.01	0.004			0
Garfitos	hacendado		España				https://images.openfoodfacts.org/images/products/235/091/544/5136/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/091/544/5136/front_es.3.200.jpg	387	1619	32	21		1.8	0.5		23	0.3	0.12			10
Cuquitos	hacendado		España				https://images.openfoodfacts.org/images/products/235/091/700/2481/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/091/700/2481/front_es.3.200.jpg	372	1556	32	19		0.5	0.5		21	1.4	0.56			15
Nachos Tex-Mex	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/021/3129/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/021/3129/front_es.3.200.jpg	87	364	2.6	1.8		12.1	11.5		3.5	0.13	0.052			
Iso on red	Hacendado	Mercadona	España	en:gluten,en:nuts,es:avena,es:nueces pecanas	en:e330	3	https://images.openfoodfacts.org/images/products/848/000/009/4926/front_es.13.400.jpg	https://images.openfoodfacts.org/images/products/848/000/009/4926/front_es.13.200.jpg	367	1536	9.3	5.1		60	26	7.8	6.8	0.11	0.044			9
Chic*kles fresa	Hacendado	Mercadona	España			3	https://images.openfoodfacts.org/images/products/848/000/034/0443/front_es.41.400.jpg	https://images.openfoodfacts.org/images/products/848/000/034/0443/front_es.41.200.jpg	427	1795	12	1.5		71	1	5.6	6.5	2.3	0.92			11
Rodajas de atun de aleta amarilla congeladas	Hacendado		España				https://images.openfoodfacts.org/images/products/06211624/front_es.4.400.jpg	https://images.openfoodfacts.org/images/products/06211624/front_es.4.200.jpg														
Gelatina de yogur 0% sabor fresa	Hacendado	Mercadona	España	en:mustard	en:e202,en:e211,en:e270,en:e385	4	https://images.openfoodfacts.org/images/products/848/000/017/3270/front_es.60.400.jpg	https://images.openfoodfacts.org/images/products/848/000/017/3270/front_es.60.200.jpg	257	1064	23	3		8	8		0.8	1	0.4			10
sandia	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/082/9832/front_es.4.400.jpg	https://images.openfoodfacts.org/images/products/848/000/082/9832/front_es.4.200.jpg	455	1904	25	13		50	33		5.1	0.8	0.32			25
Barquillo avellana	Hacendado		España			3	https://images.openfoodfacts.org/images/products/848/000/018/2241/front_es.10.400.jpg	https://images.openfoodfacts.org/images/products/848/000/018/2241/front_es.10.200.jpg	333	1393	28	6.2		1.1	0.5		19.2	0.7	0.28			13
Bocaditos	Hacendado	Mercadona	España			1	https://images.openfoodfacts.org/images/products/848/000/005/0120/front_es.56.400.jpg	https://images.openfoodfacts.org/images/products/848/000/005/0120/front_es.56.200.jpg	344	1460	0.7	0.3		75	0.5		9	0.01	0.004			-1
Conos	Hacendado	Mercadona	España			1	https://images.openfoodfacts.org/images/products/848/000/005/0205/front_es.38.400.jpg	https://images.openfoodfacts.org/images/products/848/000/005/0205/front_es.38.200.jpg	345	1465	0.7	0.2		76	0.6		7.9	0.01	0.004			0
Sabor sal & vinagre	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/009/4308/front_es.45.400.jpg	https://images.openfoodfacts.org/images/products/848/000/009/4308/front_es.45.200.jpg	389	1643	6.1	0.78		66.05	6.32	7	14	0	0			-5
Fresh gas manzana	Hacendado	Mercadona	España			1	https://images.openfoodfacts.org/images/products/848/000/005/0144/front_es.265.400.jpg	https://images.openfoodfacts.org/images/products/848/000/005/0144/front_es.265.200.jpg	347	1470	2.5	0.5		71	1.2	3.4	8.4	0.01	0.004			-4
Frutos rojas	Hacendado	Mercadona	España			1	https://images.openfoodfacts.org/images/products/848/000/005/0427/front_es.44.400.jpg	https://images.openfoodfacts.org/images/products/848/000/005/0427/front_es.44.200.jpg	349	1481	0.9	0.3		78	0.5		6.7	0.01	0.004			0
Bifidus natural cremoso 0%	hacendado		España				https://images.openfoodfacts.org/images/products/02006666/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/02006666/front_es.3.200.jpg														
Garbanzos a la riojana	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/014/2108/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/014/2108/front_es.3.200.jpg	469	1962	20	2		60	18		8	0.95	0.38			13
Sopa De Carne Con Estrellitas Deshidratada	Hacendado		España				https://images.openfoodfacts.org/images/products/22024213/front_es.4.400.jpg	https://images.openfoodfacts.org/images/products/22024213/front_es.4.200.jpg														
Sopa maravilla	Hacendado		España			1	https://images.openfoodfacts.org/images/products/848/000/006/2703/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/006/2703/front_es.3.200.jpg	354	1481	1.3	0.3		72.2	3.2		12	0.005	0.002			-1
Sabor pollo y limón	hacendado		España				https://images.openfoodfacts.org/images/products/843/130/097/1318/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/843/130/097/1318/front_es.3.200.jpg	76	318	2	1.3		11.4	11.4		3	0.1	0.04			2
Paja	Hacendado	Mercadona	España		en:e451,en:e460,en:e466	4	https://images.openfoodfacts.org/images/products/848/000/010/2768/front_en.37.400.jpg	https://images.openfoodfacts.org/images/products/848/000/010/2768/front_en.37.200.jpg	335	1402	35	24		3.1	3.1		2	0.1	0.04			14
Sabor chili & lima	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/024/0330/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/024/0330/front_es.3.200.jpg														
Patatas fritas 0% sal añadida	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/010/5622/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/010/5622/front_es.3.200.jpg														
Varitas sabor ketchup	Hacendado		España			3	https://images.openfoodfacts.org/images/products/51527600/front_es.8.400.jpg	https://images.openfoodfacts.org/images/products/51527600/front_es.8.200.jpg	245	1025	18	2.9		0.9	0		21	1.2	0.48			5
Longaniza de payes	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/015/6099/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/015/6099/front_es.3.200.jpg	413	1728	7.3	0.6		76	20		7.6	0.54	0.216			
Leche desnatada	Hacendado		es				https://images.openfoodfacts.org/images/products/09219199/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/09219199/front_es.3.200.jpg	268	1121	16	8.4		27	25		3.8	0.14	0.056			
Limon Expremido	Hacendado		España		en:e100,en:e141,en:e153,en:e160c,en:e163,en:e330	4	https://images.openfoodfacts.org/images/products/848/000/013/3854/front_en.9.400.jpg	https://images.openfoodfacts.org/images/products/848/000/013/3854/front_en.9.200.jpg	398	1665	0.8	0.7		98	77		0	0.13	0.052			
Corazones de alcachofa	Hacendado		España		en:e418	4	https://images.openfoodfacts.org/images/products/848/000/013/8484/front_es.20.400.jpg	https://images.openfoodfacts.org/images/products/848/000/013/8484/front_es.20.200.jpg	50	208	2.1	0.2		6.9	3.8	0.4	0.6	0.1	0.04			0
Queso fresco de vaca	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/020/8460/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/020/8460/front_es.3.200.jpg	543	2272	60	17		0.5	0.5		0.5	0.3	0.12			
Grissini sésamo	Hacendado	Mercadona	España			4	https://images.openfoodfacts.org/images/products/848/000/020/2109/front_es.4.400.jpg	https://images.openfoodfacts.org/images/products/848/000/020/2109/front_es.4.200.jpg	36	151	0.1	0		4.5	4.5		4.3	0.13	0.052			-2
Fumet	hacendado	Mercadona	España			1	https://images.openfoodfacts.org/images/products/17362375/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/17362375/front_es.3.200.jpg	311	1301	10	4.5		12	0.9	52	17	0	0			
Bebida de soja	Hacendado	Mercadona	España	es:No indica		1	https://images.openfoodfacts.org/images/products/848/000/011/7021/front_es.21.400.jpg	https://images.openfoodfacts.org/images/products/848/000/011/7021/front_es.21.200.jpg	311	1284	10	4.5		12	0.9	52	17	0	0			
Leche Semidesnatada Sin Lactosa	Hacendado	Mercadona	España	en:fish		1	https://images.openfoodfacts.org/images/products/238/147/900/6143/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/238/147/900/6143/front_es.3.200.jpg	191	799	12.1	2.1		0	0		20.62	0	0			-1
Melocotón Light (sin azúcares añadidos*)	Hacendado		España			1	https://images.openfoodfacts.org/images/products/238/147/900/8093/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/238/147/900/8093/front_es.3.200.jpg	123	515	2.1	1.1		22	0.2		3.8	1.5	0.6			6
The chips crema y cebolla	Hacendado		España				https://images.openfoodfacts.org/images/products/238/147/900/7492/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/238/147/900/7492/front_es.3.200.jpg														
The chips	Hacendado	Mercadona	es				https://images.openfoodfacts.org/images/products/238/147/900/7799/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/238/147/900/7799/front_es.3.200.jpg														
Sabor huevo frito	Hacendado	Mercadona	España			1	https://images.openfoodfacts.org/images/products/848/000/005/0632/front_es.29.400.jpg	https://images.openfoodfacts.org/images/products/848/000/005/0632/front_es.29.200.jpg	345	1466	0.7	0.2		77	0.5		7.2	0.01	0.004			0
Patatinas extra crunch	Hacendado	Mercadona	España			3	https://images.openfoodfacts.org/images/products/848/000/005/0076/front_es.29.400.jpg	https://images.openfoodfacts.org/images/products/848/000/005/0076/front_es.29.200.jpg	165	698	1	0		34	1	1.9	4	0.4	0.16			0
Té vainilla caramelo	Hacendado	Mercadona	España			1	https://images.openfoodfacts.org/images/products/848/000/005/0250/front_es.32.400.jpg	https://images.openfoodfacts.org/images/products/848/000/005/0250/front_es.32.200.jpg	349	1483	0.9	0.3		77	0.5		7.7	0.01	0.004			0
Tomate pelado entero	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/018/0155/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/018/0155/front_es.3.200.jpg	286	1197	23	2.7		0.5	0.5		20	0.4	0.16			1
Roquefort	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/067/4173/front_es.48.400.jpg	https://images.openfoodfacts.org/images/products/848/000/067/4173/front_es.48.200.jpg	551	2305	33	8.1		57	57		4.5	0.8	0.32			27
Cacahuete en polvo desgrasado	Hacendado	Mercadona	España			3	https://images.openfoodfacts.org/images/products/848/000/018/2142/front_en.11.400.jpg	https://images.openfoodfacts.org/images/products/848/000/018/2142/front_en.11.200.jpg	213	891	13.8	2.55		0.3	0		21.9	0.88	0.352			2
Avena molida	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/015/4309/front_es.60.400.jpg	https://images.openfoodfacts.org/images/products/848/000/015/4309/front_es.60.200.jpg	333	1393	0	0		83	79		0.5	0.04	0.016			
Pollo asado relleno con jamón, queso y huevo	Hacendado		España		en:e407,en:e410,en:e412,en:e471	4	https://images.openfoodfacts.org/images/products/848/000/064/1960/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/064/1960/front_es.3.200.jpg	299	1251	15	12		37	28		3.9	0.15	0.06			12
Naranjas	Hacendado	Mercadona	España	en:gluten,en:nuts,en:soybeans	en:e322,en:e407,en:e471,en:e950,en:e951,en:e965,en:e965i,en:e965ii,en:e966	4	https://images.openfoodfacts.org/images/products/848/000/064/2479/front_es.21.400.jpg	https://images.openfoodfacts.org/images/products/848/000/064/2479/front_es.21.200.jpg	314	1314	17.6	10.5		41.7	3.6		5.6	0.1	0.04			13
Salsa champiñones	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/039/1322/front_es.20.400.jpg	https://images.openfoodfacts.org/images/products/848/000/039/1322/front_es.20.200.jpg	17	71	0	0		4.1	3.5		0.2	0	0			0
Sabor lemon & pimienta	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/051/1980/front_es.17.400.jpg	https://images.openfoodfacts.org/images/products/848/000/051/1980/front_es.17.200.jpg	213	891	14.7	10.6		10.3	4.9		9.8	3.3	1.32			18
Patatas crujientes a la sartén	Hacendado	Hacendado	España	en:milk		3	https://images.openfoodfacts.org/images/products/848/000/020/9085/front_es.38.400.jpg	https://images.openfoodfacts.org/images/products/848/000/020/9085/front_es.38.200.jpg	52	218	0.4	0.1		3.1	3.1		10	0.1	0.04			-5
Sabor serrano	Hacendado	Mercadona	España		en:e451	4	https://images.openfoodfacts.org/images/products/848/000/010/8883/front_es.12.400.jpg	https://images.openfoodfacts.org/images/products/848/000/010/8883/front_es.12.200.jpg	40	167	0.3	0.2		5.3	5.3		3.9	0.13	0.052			-1
Churreria	Hacendado	Mercadona	España	en:gluten	en:e202,en:e282,en:e296,en:e415,en:e422,en:e471,en:e500,en:e500ii,en:e920	4	https://images.openfoodfacts.org/images/products/848/000/080/8707/front_es.62.400.jpg	https://images.openfoodfacts.org/images/products/848/000/080/8707/front_es.62.200.jpg	294	1243	5.3	1.4		53	1.8	2.5	8	1.3	0.52			3
